,slang,formal
13770,tetep,tetap
13771,yaa,ya
13772,dengerin,mendengarkan
13773,aja,saja
13774,yg,yang
13775,sma,sama
13776,yg,yang
13777,ngga,enggak
13778,ngebela,membela
13779,siapa2,siapa-siapa
13780,kog,kok
13781,paraa,para
13782,seharusny,seharusnya
13783,berfikir,berpikir
13784,dasaar,dasar
13785,ngk,enggak
13786,bergunaa,berguna
13787,mulutnyaaa,mulutnya
13788,pnya,punya
13789,tmen,teman
13790,ko,kok
13791,pda,pada
13792,nusuk,menusuk
13793,dr,dari
13794,blkng,belakang
13795,udah,sudah
13796,nyindir,menyindir
13797,ama,sama
13798,tp,tapi
13799,aja,saja
13800,ama,sama
13801,s,si
13802,pd,pada
13803,kcewa,kecewa
13804,lucuk,lucu
13805,jd,jadi
13806,gk,enggak
13807,gak,enggak
13808,mnusuk,menusuk
13809,dri,dari
13810,blkang,belakang
13811,tp,tapi
13812,emang,memang
13813,lgsg,langsung
13814,jd,jadi
13815,syp,siapa
13816,yg,yang
13817,muna,munafik
13818,sukak,suka
13819,ma,sama
13820,skrg,sekarang
13821,gak,enggak
13822,gr2,gara-gara
13823,nembak,menembak
13824,dri,dari
13825,blkng,belakang
13826,aja,saja
13827,yg,yang
13828,trmanis,termanis
13829,y,ya
13830,krng,kurang
13831,mksh,terima kasih
13832,nembak,menembak
13833,kaciiaann,kasihan
13834,uda,sudah
13835,sok2an,sok-sokan
13836,nyela,mencela
13837,org,orang
13838,sndiri,sendiri
13839,bgt,banget
13840,nyindir,menyindir
13841,jgn,jangan
13842,pake,pakai
13843,gtu,begitu
13844,keles,kali
13845,lg,lagi
13846,temen,teman
13847,ga,enggak
13848,bener,benar
13849,belain,membela
13850,inget,ingat
13851,ngomong,mengomong
13852,ngejilat,menjilat
13853,ga,enggak
13854,yaah,ya
13855,gtu,begitu
13856,yak,ya
13857,gk,enggak
13858,inget,ingat
13859,yg,yang
13860,sm,sama
13861,gimana,bagaimana
13862,jgn,jangan
13863,donk,dong
13864,ntar,entar
13865,y,ya
13866,sy,saya
13867,bs,bisa
13868,yg,yang
13869,ny,nya
13870,hallooo,halo
13871,deketin,dekati
13872,baget,banget
13873,hy,hai
13874,kk,kakak
13875,km,kamu
13876,hallooo,halo
13877,tayik,tahi
13878,ga,enggak
13879,liat,lihat
13880,halooo,halo
13881,ustzah,ustazah
13882,klo,kalo
13883,halow,halo
13884,jga,juga
13885,yg,yang
13886,mn,mana
13887,poooolllll,pol
13888,cantik2,cantik-cantik
13889,tahannn,tahan
13890,cuantik,cantik
13891,bgt,banget
13892,ga,enggak
13893,bngt,banget
13894,klo,kalo
13895,liat,lihat
13896,kmu,kamu
13897,kyk,kayak
13898,bgni,begini
13899,aduhh,aduh
13900,bangetttt,banget
13901,jt,juta
13902,yg,yang
13903,ga,enggak
13904,prlu,perlu
13905,pke,pakai
13906,aduuh,aduh
13907,gak,enggak
13908,tp,tapi
13909,bs,bisa
13910,cm,cuma
13911,klo,kalo
13912,jg,juga
13913,utk,untuk
13914,nyimpen,menyimpan
13915,ngarsipin,mengarsipkan
13916,emang,memang
13917,cman,cuman
13918,ehh,eh
13919,nyaranin,menyarankan
13920,pingin,pengin
13921,parahh,parah
13922,gituuuuu,begitu
13923,ad,ada
13924,bsa,bisa
13925,kyy,kaya
13926,gitu,begitu
13927,y,ya
13928,kk,kakak
13929,kangenn,kangen
13930,bangett,banget
13931,kgn,kangen
13932,bgtttt,banget
13933,kangenn,kangen
13934,yaa,ya
13935,kngn,kangen
13936,bgt,banget
13937,yg,yang
13938,dlu,dulu
13939,kq,kok
13940,skrg,sekarang
13941,yg,yang
13942,udh,sudah
13943,bgt,banget
13944,sma,sama
13945,nyesek,menyesak
13946,pngn,pengin
13947,dlu,dulu
13948,kangeen,kangen
13949,liat,lihat
13950,yg,yang
13951,bkn,bukan
13952,rinduuuuuuu,rindu
13953,kangennnn,kangen
13954,kangenn,kangen
13955,b2,berdua
13956,bgini,begini
13957,lucuuu,lucu
13958,bgt,banget
13959,kangeeeennn,kangen
13960,sm,sama
13961,klian,kalian
13962,mg,moga
13963,bsok,besok
13964,bgus,bagus
13965,bs,bisa
13966,jd,jadi
13967,aamiiiiinnn,amin
13968,gemezzzz,gemas
13969,bgt,banget
13970,mang,memang
13971,ber2,berdua
13972,kangennnnnn,kangen
13973,kangennn,kangen
13974,bgt,banget
13975,klian,kalian
13976,prh,parah
13977,jg,juga
13978,y,ya
13979,bakattt,bakat
13980,pinter,pintar
13981,bgt,banget
13982,bet,banget
13983,napsuu,napsu
13984,bgt,banget
13985,lucuuu,lucu
13986,gak,enggak
13987,mauu,mau
13988,gemesin,menggemaskan
13989,gmau,enggak mau
13990,luccu,lucu
13991,ehh,eh
13992,ngeselin,mengesalkan
13993,prasaan,perasaan
13994,gmna,bagaimana
13995,gak,enggak
13996,lahirr,lahir
13997,karna,karena
13998,aq,aku
13999,aq,aku
14000,kyknya,kayaknya
14001,g,enggak
14002,jelekin,menjelekkan
14003,ngingetin,mengingatkan
14004,klo,kalo
14005,jd,jadi
14006,yg,yang
14007,ma,sama
14008,setujuuuu,setuju
14009,jd,jadi
14010,sering2,sering-sering
14011,tuk,untuk
14012,org,orang
14013,klo,kalo
14014,org,orang
14015,dlu,dulu
14016,g,enggak
14017,mantappp,mantap
14018,bnr,benar
14019,ceemen,cemen
14020,bgtt,banget
14021,ga,enggak
14022,nyindir,menyindir
14023,ngakak,mengakak
14024,bc,baca
14025,bener,benar
14026,"sembunyi""""",sembunyi-sembunyi
14027,dn,dan
14028,yg,yang
14029,dri,dari
14030,yg,yang
14031,utk,untuk
14032,dri,dari
14033,skrnh,sekarang
14034,cerdiik,cerdik
14035,jg,juga
14036,jeniuss,jenius
14037,sipp,sip
14038,kurangin,kurangi
14039,bener,benar
14040,bangettt,banget
14041,neh,nih
14042,mkin,makin
14043,aja,saja
14044,k,kak
14045,mkin,makin
14046,kreen,keren
14047,bsa,bisa
14048,ank,anak
14049,yah,ya
14050,s'lalu,selalu
14051,met,selamat
14052,met,selamat
14053,bingitt,banget
14054,mauuuuuu,mau
14055,gak,enggak
14056,blh,boleh
14057,mintk,minta
14058,gk,enggak
14059,kya,kaya
14060,nyolong,mencolong
14061,km,kamu
14062,emg,memang
14063,donk,dong
14064,sllu,selalu
14065,pnjng,panjang
14066,psti,pasti
14067,slaluuuuu,selalu
14068,kanggggg,kang
14069,smoga,semoga
14070,smoga,semoga
14071,d,di
14072,rezeqinya,rezekinya
14073,pintr,pintar
14074,ank,anak
14075,dekk,dek
14076,aq,aku
14077,maw,mau
14078,ngakak,mengakak
14079,njirr,anjir
14080,jdi,jadi
14081,kura2,kura-kura
14082,jdi,jadi
14083,edaaann,edan
14084,gw,gue
14085,nempel,menempel
14086,yg,yang
14087,udah,sudah
14088,ga,enggak
14089,bangettttt,banget
14090,hatiiii,hati
14091,sukkaa,suka
14092,sukaa,suka
14093,sukaaa,suka
14094,sm,sama
14095,luuuucuuu,lucu
14096,caantiiik,cantik
14097,lucuuu,lucu
14098,kaka,kakak
14099,dapetin,mendapatkan
14100,prodak,produk
14101,ga,enggak
14102,trims,terima kasih
14103,yah,ya
14104,luucuuu,lucu
14105,bngt,banget
14106,ngambek,mengambek
14107,lucuuu,lucu
14108,cantikk,cantik
14109,bgt,banget
14110,cantikk,cantik
14111,hnya,hanya
14112,putihh,putih
14113,yg,yang
14114,lohh,loh
14115,ga,enggak
14116,yg,yang
14117,ga,enggak
14118,"terus""an",terus-terusan
14119,sihh,sih
14120,ntar,entar
14121,nyesel,menyesal
14122,lohh,loh
14123,gemez,gemas
14124,yah,ya
14125,lutuna,lucunya
14126,bnget,banget
14127,bgt,banget
14128,siiih,sih
14129,gemes,gemas
14130,yuu,yuk
14131,gemes,gemas
14132,ternyataa,ternyata
14133,rekomendasiin,rekomendasikan
14134,cantikk,cantik
14135,pollll,pol
14136,sekaliiii,sekali
14137,yaaa,ya
14138,ga,enggak
14139,peduliin,mempedulikan
14140,org,orang
14141,komntr,komentar
14142,aj,saja
14143,mcm,macam
14144,yg,yang
14145,kk,kakak
14146,hrus,harus
14147,smngat,semangat
14148,dosax,dosanya
14149,pahalax,pahalanya
14150,kk,kakak
14151,yg,yang
14152,sy,saya
14153,dgn,dengan
14154,kk,kakak
14155,org,orang
14156,d,di
14157,akhirt,akhirat
14158,krn,karena
14159,lgsung,langsung
14160,dr,dari
14161,qt,kita
14162,tinggalkn,tinggalkan
14163,rumh,rumah
14164,tnpa,tanpa
14165,mk,maka
14166,dosax,dosanya
14167,ga,enggak
14168,bs,bisa
14169,trhtung,terhitung
14170,lg,lagi
14171,kk,kakak
14172,cantikkkkk,cantik
14173,bget,banget
14174,tteh,teteh
14175,naaaa,nya
14176,ademmm,adem
14177,lanjutin,lanjutkan
14178,akuu,aku
14179,sukaa,suka
14180,bangett,banget
14181,samaa,sama
14182,kaka,kakak
14183,udh,sudah
14184,cerdass,cerdas
14185,cantikk,cantik
14186,lagii,lagi
14187,pake,pakai
14188,hijabb,hijab
14189,tambahh,tambah
14190,polll,pol
14191,cantiknyaa,cantiknya
14192,cantikk,cantik
14193,kaa,kak
14194,kaa,kak
14195,didengerin,didengarkan
14196,kaa,kak
14197,dlu,dulu
14198,mantapppppp,mantap
14199,kl,kalo
14200,blm,belum
14201,bs,bisa
14202,wktu,waktu
14203,ngerespon,merespons
14204,yg,yang
14205,tehh,teh
14206,diemin,diamkan
14207,ahh,ah
14208,yg,yang
14209,dulurrr,dulur
14210,tetehh,teteh
14211,slalu,selalu
14212,brusaha,berusaha
14213,pahamin,memahami
14214,klo,kalo
14215,yg,yang
14216,lebh,lebih
14217,krna,karena
14218,alloh,allah
14219,smoga,semoga
14220,slalu,selalu
14221,aminn,amin
14222,amin2,amin-amin
14223,sm,sama
14224,yg,yang
14225,ksh,kasih
14226,positippp,positif
14227,hrs,harus
14228,smg,semoga
14229,yg,yang
14230,qta,kita
14231,utk,untuk
14232,skrg,sekarang
14233,yg,yang
14234,jauuhhh,jauh
14235,lbh,lebih
14236,lg,lagi
14237,semangatt,semangat
14238,trs,terus
14239,sneng,senang
14240,liat,lihat
14241,k',kak
14242,brhjb,berhijab
14243,mdh2n,mudah-mudahan
14244,bsa,bisa
14245,slmnya,salamnya
14246,k',kak
14247,amiiin,amin
14248,jlbb,jilbab
14249,dempga,semoga
14250,selmnya,selamanya
14251,pke,pakai
14252,tth,teteh
14253,aamiin,amin
14254,otot2,otot-otot
14255,dgn,dengan
14256,lengkeeett,lengket
14257,caaannnttiikkk,cantik
14258,bgt,banget
14259,pake,pakai
14260,wahh,wah
14261,kemaren,kemarin
14262,kaaa,kak
14263,sukaaaa,suka
14264,bgt,banget
14265,cantikkk,cantik
14266,jgn,jangan
14267,y,ya
14268,tmbh,tambah
14269,trusss,terus
14270,kk,kakak
14271,kk,kakak
14272,gn,begini
14273,sm,sama
14274,ademm,adem
14275,apalagiii,apalagi
14276,passs,pas
14277,beginii,begini
14278,satuu,satu
14279,udh,sudah
14280,lahh,lah
14281,cuantek,cantik
14282,bgt,banget
14283,akuuuur,akur
14284,jd,jadi
14285,sm,sama
14286,kerennnn,keren
14287,iniehh,ini
14288,bangettt,banget
14289,dehhh,deh
14290,bgtu,begitu
14291,sayangx,sayangnya
14292,gk,enggak
14293,jd,jadi
14294,jodohx,jodohnya
14295,bgmn,bagaimana
14296,lg,lagi
14297,kaliaan,kalian
14298,sm2,sama-sama
14299,haslnya,hasilnya
14300,stlh,setelah
14301,skrng,sekarang
14302,ak,aku
14303,kencng,kencang
14304,jg,juga
14305,kk,kakak
14306,bgt,banget
14307,trus,terus
14308,sm,sama
14309,kk,kakak
14310,jgn,jangan
14311,bundaa,bunda
14312,klu,kalau
14313,laki2,laki-laki
14314,bgitu,begitu
14315,msh,masih
14316,jng,jangan
14317,krn,karena
14318,neh,nih
14319,kluarga,keluarga
14320,pmbantu,pembantu
14321,yg,yang
14322,y,ya
14323,gg,enggak
14324,nahan,menahan
14325,emng,memang
14326,smga,semoga
14327,kmbl,kembali
14328,ad,ada
14329,kmbali,kembali
14330,kpd,kepada
14331,amiiiin,amin
14332,bru,baru
14333,cuchook,cocok
14334,kloop,klop
14335,sempurnaa,sempurna
14336,sneng,senang
14337,bnget,banget
14338,inii,ini
14339,klrga,keluarga
14340,kyk,kayak
14341,dlu,dulu
14342,klihatan,kelihatan
14343,cintax,cintanya
14344,bgtu,begitu
14345,ma,sama
14346,pnuh,penuh
14347,skrg,sekarang
14348,g,enggak
14349,ngrti,mengerti
14350,lg,lagi
14351,ap,apa
14352,artix,artinya
14353,smoga,semoga
14354,lg,lagi
14355,trlalu,terlalu
14356,untk,untuk
14357,"mudah""an",mudah-mudahan
14358,dpt,dapat
14359,yg,yang
14360,lbh,lebih
14361,"segala""ny",segala-galanya
14362,dr,dari
14363,mantanny,mantannya
14364,yg,yang
14365,y,ya
14366,org,orang
14367,pst,pasti
14368,jodohny,jodohnya
14369,org,orang
14370,jg,juga
14371,anak2nya,anak-anaknya
14372,smoga,semoga
14373,dpt,dapat
14374,yg,yang
14375,amiiin,amin
14376,cocokkk,cocok
14377,cantk,cantik
14378,ituuu,itu
14379,gak,enggak
14380,nyesel,menyesal
14381,seneng,senang
14382,ngeliat,melihat
14383,gk,enggak
14384,tdk,tidak
14385,gk,enggak
14386,knpa,kenapa
14387,kaasian,kasihan
14388,smua,semua
14389,dpt,dapat
14390,laki2,laki-laki
14391,tp,tapi
14392,padhl,padahal
14393,"ank""",anak-anak
14394,d,di
14395,pkrin,pikirkan
14396,kn,kan
14397,anakx,anaknya
14398,yg,yang
14399,jagain,menjaga
14400,jngan,jangan
14401,sia2kan,sia-siakan
14402,klian,kalian
14403,masi,masih
14404,jdi,jadi
14405,pgn,pengin
14406,mauu,mau
14407,wowww,wow
14408,naaahhh,nah
14409,km,kamu
14410,blm,belum
14411,beluumm,belum
14412,sayangggq,sayangku
14413,bsk,besok
14414,woow,wow
14415,kreean,keren
14416,banger,banget
14417,ciiieee,cie
14418,cieee,cie
14419,cieeee,cie
14420,berenanh,berenang
14421,yuuk,yuk
14422,yukk,yuk
14423,pacarr,pacar
14424,kuu,ku
14425,pen,pengin
14426,bingitss,banget
14427,besokkk,besok
14428,anjirrrr,anjir
14429,jdi,jadi
14430,pcrn,pacaran
14431,bngt,banget
14432,gk,enggak
14433,annnnjjjjjjrrrr,anjir
14434,brp,berapa
14435,dehh,deh
14436,ngeliatin,melihati
14437,org,orang
14438,trmasuk,termasuk
14439,anak2,anak-anak
14440,trll,terlalu
14441,ngumbar2,mengumbar-umbar
14442,brdua,berdua
14443,romantiss,romantis
14444,bgt,banget
14445,ciee,cie
14446,cocook,cocok
14447,syg,sayang
14448,lucuuuuuuuu,lucu
14449,yank,sayang
14450,lucuuuuu,lucu
14451,kaaaaaann,kan
14452,nyaaaaaaa,nya
14453,lgs,langsung
14454,yaang,yang
14455,ga,enggak
14456,ngeluarin,mengeluarkan
14457,lagiiii,lagi
14458,bangedt,banget
14459,bgt,banget
14460,dahh,dah
14461,njir,anjir
14462,bgt,banget
14463,gde,gede
14464,bgt,banget
14465,gn,begini
14466,lutunaaa,lucunya
14467,bgt,banget
14468,bikinnn,bikin
14469,keee,ke
14470,bungkuuussss,bungkus
14471,bgt,banget
14472,pngn,pengin
14473,pnya,punya
14474,kyk,kayak
14475,lucux,lucunya
14476,lucuu,lucu
14477,gemes,gemas
14478,lucuu,lucu
14479,bntr,bentar
14480,lg,lagi
14481,jgn,jangan
14482,bgt,banget
14483,c,sih
14484,gemesss,gemas
14485,bangettt,banget
14486,yaa,ya
14487,buanyaaak,banyak
14488,aaamiiinnn,amin
14489,aamiin,amin
14490,aaamiiin,amin
14491,aamiin,amin
14492,ntap,mantap
14493,abgnyaah,abangnya
14494,abg,abang
14495,mungkiin,mungkin
14496,akuhh,aku
14497,amiin,amin
14498,pastii,pasti
14499,foto2,foto-foto
14500,yukkk,yuk
14501,bgt,banget
14502,ngelihat,melihat
14503,lbh,lebih
14504,manteb,mantap
14505,hiduupppp,hidup
14506,org,orang
14507,lucu2,lucu-lucu
14508,yak,ya
14509,tebel,tebal
14510,bgt,banget
14511,bkn,bukan
14512,orng,orang
14513,nganggepin,menanggapi
14514,nganggepin,menanggapi
14515,ttp,tetap
14516,"mentang""",mentang-mentang
14517,gk,enggak
14518,ky,kaya
14519,najiss,najis
14520,ngarep,mengharap
14521,lg,lagi
14522,gw,gue
14523,jgan,jangan
14524,gw,gue
14525,perjabatt,pejabat
14526,yg,yang
14527,baikk,baik
14528,tp,tapi
14529,org2,orang-orang
14530,cm,cuma
14531,knp,kenapa
14532,makany,makanya
14533,jngn,jangan
14534,bangettt,banget
14535,semngat,semangat
14536,benneeeeeerr,benar
14537,pede,percaya diri
14538,males,malas
14539,ama,sama
14540,krjaan,pekerjaan
14541,pnting,penting
14542,jga,juga
14543,bkan,bukan
14544,kdng,kadang
14545,kdang,kadang
14546,knan,kanan
14547,kdng,kadang
14548,tdk,tidak
14549,ginii,begini
14550,ngaca,mengaca
14551,ngerasa,merasa
14552,ngeri2,ngeri-ngeri
14553,"mentang""",mentang-mentang
14554,anak'y,anaknya
14555,udh,sudah
14556,trknal,terkenal
14557,ajah,saja
14558,gak,enggak
14559,"gtu""",begitu-gitu
14560,klok,kalo
14561,org,orang
14562,yg,yang
14563,yaa,ya
14564,aamiiiinnnnn,amin
14565,iyaa,iya
14566,kerenn,keren
14567,nnti,nanti
14568,kmu,kamu
14569,kek,kayak
14570,gtu,begitu
14571,jg,juga
14572,brpa,berapa
14573,ky,kaya
14574,kmren,kemarin
14575,bgt,banget
14576,jg,juga
14577,ksh,kasih
14578,kerenn,keren
14579,kannn,kan
14580,pengennnn,pengin
14581,kann,kan
14582,iyaa,iya
14583,kerenn,keren
14584,pengen,pengin
14585,tp,tapi
14586,dlu,dulu
14587,bgt,banget
14588,sama2,sama-sama
14589,emg,memang
14590,guw,gue
14591,jd,jadi
14592,ccok,cocok
14593,ihh,ih
14594,sbnrny,sebenarnya
14595,lbh,lebih
14596,jugaaa,juga
14597,iyaaa,iya
14598,pdhal,padahal
14599,bgt,banget
14600,pdhal,padahal
14601,jd,jadi
14602,gituh,begitu
14603,bgt,banget
14604,bgt,banget
14605,yaaa,ya
14606,bngett,banget
14607,g,enggak
14608,stuju,setuju
14609,dpt,dapat
14610,bgt,banget
14611,kl,kalo
14612,jd,jadi
14613,bgt,banget
14614,sma,sama
14615,gk,enggak
14616,siiiiiiippppppppp,sip
14617,selaloe,selalu
14618,mauuuu,mau
14619,donggg,dong
14620,bgt,banget
14621,beruntungnyaaaa,beruntungnya
14622,inii,ini
14623,dr,dari
14624,dlu,dulu
14625,klo,kalo
14626,sma,sama
14627,bngtttt,banget
14628,bngtttt,banget
14629,soal'y,soalnya
14630,smga,semoga
14631,trs,terus
14632,y,ya
14633,bgt,banget
14634,udh,sudah
14635,prhatian,perhatian
14636,jd,jadi
14637,pulak,pula
14638,hebaat,hebat
14639,lahh,lah
14640,bgt,banget
14641,ma,sama
14642,inih,ini
14643,ampunn,ampun
14644,gueeeee,gue
14645,mbk,mbak
14646,bnget,banget
14647,sma,sama
14648,ngiri,mengiri
14649,liatt,lihat
14650,gehh,gih
14651,ankknyaaa,anaknya
14652,bgt,banget
14653,udah,sudah
14654,liat,lihat
14655,bgt,banget
14656,bgt,banget
14657,ma,sama
14658,syg,sayang
14659,centilnyaaaaaa,centilnya
14660,gemesshzzzzhzzhzhzhsjssjs,gemas
14661,bgtt,banget
14662,ngacaaa,mengaca
14663,diaaa,dia
14664,gemes,gemas
14665,bgt,banget
14666,jd,jadi
14667,pngn,pengin
14668,ktmu,ketemu
14669,bgt,banget
14670,jirr,anjir
14671,bgt,banget
14672,dahh,dah
14673,kayaa,kaya
14674,gt,begitu
14675,yaaa,ya
14676,cempreeng,cempreng
14677,centillll,centil
14678,pcran,pacaran
14679,bnget,banget
14680,bgt,banget
14681,ama,sama
14682,bgt,banget
14683,jugak,juga
14684,jg,juga
14685,dlu,dulu
14686,pengen,pengin
14687,mantep,mantap
14688,anedh,banget
14689,ampyunnnn,ampun
14690,boro2,boro-boro
14691,emg,memang
14692,bkn,bukan
14693,tp,tapi
14694,suka2,suka-suka
14695,emg,memang
14696,nyta,nyata
14697,kampungn,kampungan
14698,lg,lagi
14699,bru,baru
14700,jd,jadi
14701,j,saja
14702,dh,dah
14703,gt,begitu
14704,mna,mana
14705,jgn,jangan
14706,pkai,pakai
14707,klw,kalau
14708,mnghina,menghina
14709,org,orang
14710,dri,dari
14711,ngolokin,mengolok
14712,org,orang
14713,ngurusin,mengurus
14714,blum,belum
14715,bener,benar
14716,ngurusin,mengurusi
14717,"syirik""",syirik-syirik
14718,bener,benar
14719,bng,bang
14720,ud,sudah
14721,gk,enggak
14722,than,tahan
14723,lg,lagi
14724,dsr,dasar
14725,siriik,sirik
14726,ituu,itu
14727,mampuuu,mampu
14728,org,orang
14729,mo,mau
14730,lbh,lebih
14731,klo,kalo
14732,aq,aku
14733,yg,yang
14734,km,kamu
14735,khan,kan
14736,q,ku
14737,slalu,selalu
14738,km,kamu
14739,dgn,dengan
14740,q,ku
14741,jd,jadi
14742,pngen,pengin
14743,ky,kaya
14744,aduuhh,aduh
14745,cemburuu,cemburu
14746,k,ke
14747,aq,aku
14748,bangettt,banget
14749,cucok,cocok
14750,bingitzzzz,banget
14751,ngarep,mengharap
14752,bget,banget
14753,tlog,tolong
14754,jga,juga
14755,apasihhh,apasih
14756,pda,pada
14757,sirikk,sirik
14758,sma,sama
14759,smpe,sampai
14760,gk,enggak
14761,kalii,kali
14762,kaliann,kalian
14763,dbnding,dibanding
14764,sma,sama
14765,nrka,neraka
14766,pda,pada
14767,ngurusin,mengurusi
14768,org,orang
14769,s3ndiri,sendiri
14770,jgn,jangan
14771,dngerin,mendengarkan
14772,yg,yang
14773,pnting,penting
14774,ttep,tetap
14775,smangat,semangat
14776,ortu,orang tua
14777,kk,kakak
14778,yg,yang
14779,bnyk,banyak
14780,bhgiain,membahagiakan
14781,kdua,kedua
14782,org,orang
14783,kk,kakak
14784,mreka,mereka
14785,gk,enggak
14786,pd,pada
14787,gimana,bagaimana
14788,jd,jadi
14789,kk,kakak
14790,yg,yang
14791,skrg,sekarang
14792,mreka,mereka
14793,hnya,hanya
14794,sm,sama
14795,yg,yang
14796,udh,sudah
14797,d,di
14798,sm,sama
14799,kk,kakak
14800,pdhal,padahal
14801,udh,sudah
14802,aja,saja
14803,sma,sama
14804,bgt,banget
14805,kk,kakak
14806,bgt,banget
14807,klo,kalo
14808,sma,sama
14809,k,kak
14810,prcya,percaya
14811,k,kak
14812,bgt,banget
14813,sma,sama
14814,org,orang
14815,liat,lihat
14816,kk,kakak
14817,bkln,bakalan
14818,bhagaia,bahagia
14819,lhir,lahir
14820,sma,sama
14821,cuco,cocok
14822,bngt,banget
14823,bgt,banget
14824,usahh,usah
14825,genittt,genit
14826,yahh,ya
14827,kx,kak
14828,mlikk,milik
14829,kasian,kasihan
14830,k,kak
14831,"mentah""",mentah-mentah
14832,kata2,kata-kata
14833,blm,belum
14834,ga,enggak
14835,ngurusin,mengurusi
14836,idup,hidup
14837,org,orang
14838,aja,saja
14839,gimana,bagaimana
14840,emg,memang
14841,engga,enggak
14842,canci,cantik
14843,aneed,banget
14844,make,memakai
14845,gimanaa,bagaimana
14846,cantikkk,cantik
14847,gimna,bagaimana
14848,jdi,jadi
14849,gitu,begitu
14850,ngikutin,mengikuti
14851,gak,enggak
14852,yah,ya
14853,lainnn,lain
14854,pentingg,penting
14855,pake,pakai
14856,yg,yang
14857,gmn,bagaimana
14858,kenalin,memperkenalkan
14859,kk,kakak
14860,make,memakai
14861,bgd,banget
14862,cans,cantik
14863,pake,pakai
14864,bagaimanaaa,bagaimana
14865,krudung,kerudung
14866,gimana,bagaimana
14867,bangeet,banget
14868,cans,cantik
14869,bgt,banget
14870,canci,cantik
14871,bangett,banget
14872,enakkkkk,enak
14873,poool,pol
14874,woow,wow
14875,jirrrr,anjir
14876,gni,begini
14877,bat,banget
14878,liat,lihat
14879,yg,yang
14880,oprasiya,operasinya
14881,gak,enggak
14882,emg,memang
14883,mksh,terima kasih
14884,yaa,ya
14885,ma,sama
14886,uwee,gue
14887,mh,mah
14888,dak,indak
14889,pilihannny,pilihannya
14890,itumahh,itumah
14891,muuuu,mu
14892,yuuk,yuk
14893,uuhhh,uh
14894,gw,gue
14895,doank,doang
14896,ma,sama
14897,idung,hidung
14898,ma,sama
14899,bnyak,banyak
14900,kk,kakak
14901,berbakiti,berbakti
14902,tetep,tetap
14903,tehh,teh
14904,alhamd,alhamdulillah
14905,tebel,tebal
14906,yaaa,ya
14907,jd,jadi
14908,ortu,orang tua
14909,amiien,amien
14910,udh,sudah
14911,makasi,terima kasih
14912,slmttt,selamat
14913,kk,kakak
14914,ucapin,mengucapkan
14915,krn,karena
14916,hbs,habis
14917,tetp,tetap
14918,yaa,ya
14919,ditengah2,ditengah-tengah
14920,semuanyaa,semuanya
14921,donk,dong
14922,mbk,mbak
14923,idung,hidung
14924,kya,kaya
14925,smoga,semoga
14926,yg,yang
14927,semuannyaaa,semuanya
14928,aminn2,amin-amin
14929,aamiin,amin
14930,kpn,kapan
14931,ngareppppp,mengharap
14932,tp,tapi
14933,abs,habis
14934,bnr2,benar-benar
14935,kebnyak'an,kebanyakan
14936,org,orang
14937,abs,habis
14938,melahirin,melahirkan
14939,hbis,habis
14940,ngeluarin,mengeluarkan
14941,sma,sama
14942,kmu,kamu
14943,dlu,dulu
14944,ngga,enggak
14945,hdup,hidup
14946,kaa,kak
14947,pengen,pengin
14948,mantapp,mantap
14949,tetep,tetap
14950,sempet,sempat
14951,pake,pakai
14952,aduuuh,aduh
14953,cakeep,cakep
14954,lucuu,lucu
14955,ajaa,saja
14956,tetep,tetap
14957,cantiiikk,cantik
14958,nyaaaa,nya
14959,tu,itu
14960,lhooo,loh
14961,gituuu,begitu
14962,emg,memang
14963,kamuuuu,kamu
14964,jg,juga
14965,cm,cuma
14966,ga,enggak
14967,bagi2,bagi-bagi
14968,donk,dong
14969,mb,mbak
14970,rempong,repot
14971,kasi,kasih
14972,dg,dengan
14973,waah,wah
14974,sdh,sudah
14975,skrg,sekarang
14976,klo,kalo
14977,psti,pasti
14978,kerass,keras
14979,gimn,bagaimana
14980,kk,kakak
14981,kasi,kasih
14982,donk,dong
14983,bs,bisa
14984,kk,kakak
14985,donk,dong
14986,kren,keren
14987,neh,nih
14988,smogaaa,semoga
14989,biza,bisa
14990,sperti,seperti
14991,kk,kakak
14992,aamien,amien
14993,lngsing,langsing
14994,org,orang
14995,yg,yang
